frequency_hz,relative_db
20.0,3.5341591704345774
20.290906698750476,3.5589791704345686
20.586044732869844,3.6493091704345773
20.885475648548283,3.7274091704345693
21.189261887185914,3.785639170434578
21.49746679841394,3.8702091704345776
21.810154653305165,3.900409170434571
22.12739065777668,4.019779170434575
22.449240966187475,4.008229170434575
22.77577269513385,4.003219170434576
23.107053937445478,4.023999170434578
23.44315377638505,4.02610917043458
23.784142300054445,4.063519170434574
24.130090616010463,4.047919170434568
24.481070866093134,4.120049170434569
24.837156241469714,4.120949170434571
25.1984209978975,4.093299170434577
25.56494047120865,4.228329170434577
25.936791093020236,4.037549170434573
26.3140504066728,4.213279170434575
26.69679708340074,4.281429170434578
27.08511093873791,4.267549170434577
27.47907294916184,4.260189170434572
27.878765268980047,4.303719170434576
28.284271247461966,4.34430917043457
28.695675446220072,4.398399170434573
29.11306365684382,4.405829170434572
29.536522918790062,4.394409170434571
29.966141537533712,4.425609170434569
30.402009102982383,4.404939170434574
30.844216508158908,4.37161917043457
31.29285596815558,4.405459170434568
31.74802103936409,4.417869170434571
32.20980663898519,4.37922917043457
32.67830906482211,4.392599170434579
33.153626015361866,4.394129170434567
33.63585661014871,4.468599170434572
34.125101410453844,4.500489170434577
34.62146244024586,4.428089170434575
35.12504320746613,4.473419170434568
35.635948725613716,4.449469170434568
36.15428553564419,4.379949170434571
36.68016172818701,4.373819170434572
37.21368696608603,4.4322391704345705
37.754972507267915,4.457869170434577
38.30413122794313,4.410839170434571
38.86127764614443,4.4032691704345694
39.4265279456077,4.427519170434579
40.000000000000206,4.447249170434574
40.58181339750116,4.433549170434574
41.1720894657399,4.437469170434568
41.77095129709678,4.435539170434581
42.37852377437204,4.469139170434573
42.9949335968281,4.458119170434571
43.62030930661056,4.444149170434571
44.25478131555359,4.432749170434576
44.89848193237519,4.40992917043458
45.55154539026795,4.4210591704345745
46.21410787489121,4.372039170434576
46.88630755277036,4.353109170434578
47.56828460010916,4.36994917043458
48.260181232021196,4.38458917043458
48.962141732186545,4.312759170434575
49.674312482939705,4.27986917043458
50.39684199579528,4.28744917043457
51.129880942417586,4.248639170434572
51.873582186040764,4.266089170434569
52.628100813345895,4.227179170434567
53.393594166801776,4.209589170434569
54.17022187747612,4.193289170434568
54.95814589832399,4.188949170434569
55.75753053796041,4.14098917043458
56.56854249492426,4.150299170434579
57.39135089244048,4.09742917043458
58.226127313687975,4.053739170434568
59.073045837580466,3.984629170434573
59.932283075067765,3.9594091704345686
60.804018205965114,3.910149170434579
61.68843301631817,3.9397791704345764
62.58571193631152,3.9543391704345794
63.49604207872855,3.9385391704345807
64.41961327797075,3.9729491704345747
65.35661812964459,3.9847591704345717
66.3072520307241,3.8997091704345763
67.27171322029778,3.85979917043457
68.25020282090806,3.8260391704345693
69.2429248804921,3.756179170434578
