frequency_hz,relative_db
20.0,69.696
20.290906698750476,69.74086307420636
20.586044732869844,69.83024364352531
20.885475648548283,69.9101510468653
21.189261887185914,69.96124610824036
21.49746679841394,70.02100602569071
21.810154653305165,70.0329440716233
22.12739065777668,70.15570181506605
22.449240966187475,70.18187634524938
22.77577269513385,70.1854346962198
23.107053937445478,70.20519087109034
23.44315377638505,70.20694743706025
23.784142300054445,70.25525133200944
24.130090616010463,70.27450453080053
24.481070866093134,70.35107842518421
24.837156241469714,70.3151198057218
25.1984209978975,70.27355461148916
25.56494047120865,70.4487830322021
25.936791093020236,70.26763644439139
26.3140504066728,70.41428973993695
26.69679708340074,70.49764767917408
27.08511093873791,70.49759556245048
27.47907294916184,70.49113951367225
27.878765268980047,70.53455800593271
28.284271247461966,70.5744397513309
28.695675446220072,70.62787293970192
29.11306365684382,70.66530578555012
29.536522918790062,70.6344824789331
29.966141537533712,70.66823324605062
30.402009102982383,70.67843214564772
30.844216508158908,70.6516021380769
31.29285596815558,70.64817856790447
31.74802103936409,70.6058674226779
32.20980663898519,70.56097817593539
32.67830906482211,70.5748202348245
33.153626015361866,70.54133300823338
33.63585661014871,70.59919920847157
34.125101410453844,70.6314554761645
34.62146244024586,70.59335375597541
35.12504320746613,70.6543569996095
35.635948725613716,70.6665
36.15428553564419,70.60180973972426
36.68016172818701,70.57025156317957
37.21368696608603,70.655424819505
37.754972507267915,70.6892866064862
38.30413122794313,70.64186707159533
38.86127764614443,70.63411277646144
39.4265279456077,70.65921495377579
40.000000000000206,70.67263333333334
40.58181339750116,70.62953074956656
41.1720894657399,70.68050108316717
41.77095129709678,70.67940385071032
42.37852377437204,70.73654858274358
42.9949335968281,70.73926674861687
43.62030930661056,70.72019697505954
44.25478131555359,70.67395153054491
44.89848193237519,70.60334681069148
45.55154539026795,70.60209453120953
46.21410787489121,70.55273236605272
46.88630755277036,70.53394901338108
47.56828460010916,70.55172759397522
48.260181232021196,70.564062511358
48.962141732186545,70.46079919011937
